Rank,Journal Name,Singular Value Score,Citation Count,Scholarly Output,SJR,SNIP,CiteScore,Percentile,Percent Cited,
19336,Journal of Hydrology and Hydromechanics,2.01357266309E-05,215,125,0.44,0.969,1.72,75,67,
19337,Journal of Mammary Gland Biology and Neoplasia,2.01357275078E-05,242,78,1.506,1.48,3.1,91,68,
19338,Journal of Technology Management and Innovation,2.01357710216E-05,168,247,0.259,0.642,0.68,30,38,
19339,Journal of Empirical Research on Human Research Ethics,2.01357719258E-05,185,151,0.496,0.875,1.23,86,60,
19340,Chinese Journal of Physics,2.01357735731E-05,114,329,0.167,0.339,0.35,18,23,
19341,Combustion Theory and Modelling,2.01357735797E-05,225,112,0.613,1.061,2.01,79,65,
19342,Fire and Materials,2.01357736305E-05,212,155,0.414,0.898,1.37,56,59,
19343,Archives of Suicide Research,2.0135776988E-05,217,111,0.99,0.97,1.95,75,78,
19344,Journal of Geomatics,2.01357780714E-05,71,388,0.202,0.942,0.18,10,15,
19345,Sensor Review,2.01357787466E-05,211,146,0.352,0.873,1.45,65,60,
19346,AIDS Education and Prevention,2.01357788354E-05,232,127,0.947,0.903,1.83,56,66,
19347,Experimental Animals,2.01357793574E-05,206,143,0.639,0.557,1.44,78,55,
19348,International Journal of Pharmacology,2.01357794604E-05,185,227,0.259,0.569,0.81,29,42,
19349,Journal of Waterway  Port  Coastal and Ocean Engineering,2.01357813045E-05,212,143,0.708,1.139,1.48,65,62,
19350,Career Development International,2.01357817765E-05,216,117,0.564,0.956,1.85,86,63,
19351,Der Gynakologe,2.0135782487E-05,47,414,0.118,0.102,0.11,15,9,
19352,American Journal on Intellectual and Developmental Disabilities,2.01358441167E-05,222,114,0.933,0.984,1.95,70,76,
19353,College and Research Libraries News,2.01358444875E-05,133,290,0.556,0.86,0.46,39,22,
19354,Journal of Business Finance and Accounting,2.01358451223E-05,211,134,1.067,1.163,1.57,76,61,
19355,Weather  Climate  and Society,2.01358454833E-05,245,108,1.194,1.35,2.27,68,60,
19356,Transformations in Business and Economics,2.0135848665E-05,144,266,0.334,0.652,0.54,44,30,
19357,Journal of Comparative Effectiveness Research,2.01358486931E-05,173,229,0.413,0.357,0.76,43,39,
19358,Computer Assisted Language Learning,2.01358522466E-05,221,87,1.76,2.257,2.54,97,74,
19359,International Journal of Nanotechnology,2.01358539296E-05,131,306,0.188,0.282,0.43,19,29,
19360,Physical Mesomechanics,2.01358591949E-05,226,109,0.547,2.3,2.07,77,69,
19361,Photonic Sensors,2.01358616451E-05,214,161,0.451,0.884,1.33,54,54,
19362,Practitioner,2.0135861695E-05,70,383,0.173,0.206,0.18,22,10,
19363,Thunderbird International Business Review,2.01358617018E-05,210,139,0.925,1.147,1.51,82,51,
19364,Clinical Psychopharmacology and Neuroscience,2.01358743651E-05,240,121,0.885,0.692,1.98,59,62,
19365,Physical Education and Sport Pedagogy,2.01358821207E-05,218,112,1.106,1.408,1.95,89,62,
19366,Hematological Oncology,2.01358852469E-05,207,161,0.632,0.466,1.29,61,54,
19367,Plant Biotechnology,2.01359026628E-05,189,186,0.536,0.361,1.02,53,55,
19368,BMC International Health and Human Rights,2.01359106366E-05,218,113,0.957,1.088,1.93,77,73,
19369,Tropical Ecology,0.000020136,219,103,0.601,2.3,2.13,79,79,
19370,Nukleonika,2.01360701439E-05,153,276,0.202,0.423,0.55,25,30,
19371,Forest Systems,2.01360701674E-05,196,172,0.439,0.669,1.14,68,47,
19372,African Journal of Paediatric Surgery,2.01361060212E-05,138,277,0.266,0.638,0.5,34,36,
19373,Alternative Therapies in Health and Medicine,2.01361061429E-05,200,184,0.468,0.643,1.09,56,44,
19374,Marine Biodiversity,2.01361061429E-05,205,176,0.53,0.61,1.16,52,51,
19375,Journal of Food Safety,2.01361061429E-05,220,182,0.383,0.721,1.21,24,58,
19376,Ceska a Slovenska Neurologie a Neurochirurgie,2.01361104624E-05,81,369,0.135,0.192,0.22,21,15,
19377,Computer Assisted Language Learning,2.01361104889E-05,221,87,1.76,2.257,2.54,98,74,
19378,Forestry Chronicle,2.01361121154E-05,148,264,0.377,0.533,0.56,44,29,
19379,Journal of Psychoeducational Assessment,2.01361128726E-05,188,175,0.51,0.874,1.07,68,53,
19380,Journal of Community Genetics,2.01365800715E-05,198,139,1.045,1.195,1.42,89,57,
19381,Asia-Pacific Journal of Atmospheric Sciences,2.01365804538E-05,239,144,1.042,0.9,1.66,49,51,
19382,Journal of Intelligent Information Systems,2.01365805925E-05,230,137,0.563,1.314,1.68,55,61,
19383,Journal of Communication Disorders,2.01365806977E-05,219,129,0.898,1.015,1.7,68,67,
19384,Combustion Theory and Modelling,2.01365817656E-05,225,112,0.613,1.061,2.01,81,65,
19385,Fire and Materials,2.01365818453E-05,212,155,0.414,0.898,1.37,58,59,
19386,Annual Review of Economics,2.01367004758E-05,228,78,5.716,2.128,2.92,91,79,
19387,Games for health journal,2.01368104205E-05,189,177,0.32,0.337,1.07,65,54,
19388,Iranian Journal of Allergy  Asthma and Immunology,2.01368183261E-05,186,207,0.35,0.476,0.9,20,54,
19389,Annales des Telecommunications,2.01368187845E-05,192,161,0.568,0.932,1.19,59,54,
19390,Journal of Ophthalmic Inflammation and Infection,2.01368304196E-05,229,132,0.71,1.285,1.73,53,69,
19391,Intelligent Data Analysis,2.01372876766E-05,175,217,0.375,0.558,0.81,38,37,
19392,EPPO Bulletin,2.01372889573E-05,155,235,0.372,0.729,0.66,42,35,
19393,Human Physiology,2.01372900556E-05,105,337,0.167,0.343,0.31,4,22,
19394,Earth Surface Dynamics,2.01372903897E-05,211,80,1.258,0.938,2.64,84,89,
19395,Knowledge and Management of Aquatic Ecosystems,2.01373008518E-05,207,132,0.509,0.872,1.57,68,59,
19396,Metallofizika i Noveishie Tekhnologii,2.01373028421E-05,82,356,0.222,0.413,0.23,14,16,
19397,Journal of Molecular Microbiology and Biotechnology,2.01373032663E-05,214,132,0.749,0.509,1.62,55,65,
19398,Comptes Rendus - Geoscience,2.01375784308E-05,204,129,0.651,0.729,1.58,76,57,
19399,IEEE Transactions on Computational Intelligence and AI in Games,2.01380617257E-05,224,98,0.56,1.699,2.29,75,69,
19400,Results in Physics,2.01380683135E-05,203,152,0.3,0.973,1.34,63,50,
19401,Applied Chemistry for Engineering,2.01380685925E-05,90,336,0.146,0.193,0.27,25,19,
19402,Journal of Empirical Research on Human Research Ethics,2.0138068593E-05,185,151,0.496,0.875,1.23,72,60,
19403,Plant Biotechnology,2.01380858763E-05,189,186,0.536,0.361,1.02,38,55,
19404,Journal of Leukemia and Lymphoma,2.01380878011E-05,12,453,0.102,0.024,0.03,2,3,
19405,Sleep Medicine Clinics,2.01380878746E-05,205,167,0.464,0.51,1.23,50,46,
19406,Strength and Conditioning Journal,2.01380878746E-05,148,253,0.349,0.376,0.58,34,34,
19407,Hacettepe Journal of Mathematics and Statistics,2.01380878746E-05,130,290,0.218,0.641,0.45,23,26,
19408,Lichenologist,2.01380878768E-05,189,179,0.565,0.693,1.06,46,54,
19409,Ozone: Science and Engineering,2.01380882518E-05,184,187,0.378,0.787,0.98,43,54,
19410,International Journal of Information Technology and Decision Making,2.01381104571E-05,197,165,0.472,0.735,1.19,60,46,
19411,Inorganic Materials: Applied Research,2.01381105941E-05,114,287,0.228,0.7,0.4,40,28,
19412,Agricultural Economics (Czech Republic),2.0138110989E-05,159,179,0.553,0.933,0.89,81,49,
19413,Technical Electrodynamics,2.01381132509E-05,117,304,0.187,0.837,0.38,25,23,
19414,British Journal of Politics and International Relations,2.01381132737E-05,203,110,1.146,1.549,1.85,92,61,
19415,Journal of Perianesthesia Nursing,2.01381158223E-05,110,266,0.228,0.421,0.41,65,28,
19416,Trends in Mathematics,2.01387222071E-05,68,379,0.291,0.263,0.18,10,12,
19417,Safety and Health at Work,2.01387343058E-05,225,125,0.538,1.495,1.8,50,66,
19418,African journal of reproductive health,2.01387393932E-05,164,230,0.49,0.649,0.71,34,40,
19419,South Atlantic Quarterly,2.0138742993E-05,156,174,0.533,1.43,0.9,98,39,
19420,China Ocean Engineering,2.01388797907E-05,167,208,0.547,0.834,0.8,45,47,
19421,Symmetry,2.01388801087E-05,194,173,0.325,0.64,1.12,54,46,
19422,Journal of Vascular Research,2.01388801098E-05,222,96,0.977,0.806,2.31,75,72,
19423,Medziagotyra,2.01388805115E-05,122,290,0.181,0.377,0.42,29,27,
19424,Journal of Community and Applied Social Psychology,2.01388805624E-05,215,108,0.859,1.219,1.99,77,65,
19425,Clinical Neuropathology,2.01388945153E-05,183,186,0.53,0.71,0.98,53,45,
19426,Canadian Journal of Hospital Pharmacy,2.01388948234E-05,121,250,0.28,0.397,0.48,69,28,
19427,BIT Numerical Mathematics,2.01388962614E-05,208,147,1.535,1.312,1.41,56,54,
19428,Petroleum Refinery Engineering,2.01388965265E-05,18,436,0.104,0.079,0.04,12,3,
19429,International Journal of Astrobiology,2.01388967263E-05,196,165,0.51,0.565,1.19,51,55,
19430,Aquatic Ecology,2.01388990104E-05,198,159,0.717,0.415,1.25,51,59,
19431,Journal of Transport and Health,2.01388992215E-05,196,129,0.716,1.059,1.52,81,60,
19432,Journal of Zhejiang University  Science Edition,2.01389055582E-05,49,391,0.193,0.186,0.13,18,11,
19433,Journal of Transcultural Nursing,2.01389058909E-05,158,217,0.327,0.586,0.73,54,39,
19434,Interactive Learning Environments,2.01389059451E-05,206,142,0.848,1.325,1.45,59,59,
19435,African Entomology,2.01389062047E-05,155,226,0.37,0.538,0.69,46,41,
19436,British Journal of Clinical Psychology,2.01389071057E-05,220,86,0.76,1.332,2.56,85,74,
19437,Paper360,2.01389072254E-05,148,259,0.111,0.005,0.57,33,29,
19438,Games for health journal,2.01389072254E-05,189,177,0.32,0.337,1.07,48,54,
19439,Systems Research and Behavioral Science,2.01389072304E-05,177,165,0.492,1.165,1.07,80,45,
19440,Integration  the VLSI Journal,2.01389173495E-05,202,162,0.241,1.019,1.25,50,53,
19441,Aquatic Ecology,2.01389173495E-05,198,159,0.554,0.713,1.25,53,57,
19442,International Journal of Environmental Health Research,2.01389175905E-05,201,145,0.484,0.685,1.39,64,57,
19443,Central European Journal of Public Health,2.01389188619E-05,161,222,0.309,0.511,0.73,44,41,
19444,Journal of Bioactive and Compatible Polymers,2.01389191318E-05,211,140,0.482,0.537,1.51,49,67,
19445,Cell Biology and Toxicology,0.000020139,217,79,0.768,0.963,2.75,80,89,
19446,Biologics: Targets and Therapy,2.01393645243E-05,238,70,1.013,1.249,3.4,85,73,
19447,Health Education Journal,2.01393649508E-05,173,221,0.365,0.482,0.78,37,39,
19448,Research Evaluation,2.01393669306E-05,214,100,1.081,1.24,2.14,87,66,
19449,Journal of Communication Disorders,2.01393669325E-05,219,129,0.898,1.015,1.7,53,67,
19450,World Information on Earthquake Engineering,2.01393774638E-05,55,399,0.202,0.334,0.14,7,10,
19451,Annals of Pure and Applied Logic,2.01393790966E-05,152,218,0.905,1.157,0.7,59,40,
19452,ORL,2.01394261298E-05,193,173,0.56,0.742,1.12,53,50,
19453,IETE Technical Review (Institution of Electronics and Telecommunication Engineers  India),2.01394261377E-05,206,127,0.467,1.368,1.62,68,67,
19454,Behavioral Sleep Medicine,2.01394303914E-05,208,115,0.899,0.709,1.81,77,68,
19455,International Journal of Engineering  Transactions A: Basics,2.01394757951E-05,143,238,0.243,0.569,0.6,53,36,
19456,Defence Science Journal,2.01394760426E-05,155,245,0.202,0.536,0.63,32,38,
19457,Arhiv za Higijenu Rada i Toksikologiju,2.01394760426E-05,213,170,0.404,0.721,1.25,26,60,
19458,Endocrine  Metabolic and Immune Disorders - Drug Targets,2.0139513987E-05,230,132,0.619,0.484,1.74,45,62,
19459,Industrial Biotechnology,2.01395299315E-05,206,192,0.449,0.464,1.07,39,33,
19460,Molecular Oral Microbiology,2.01395331592E-05,233,106,0.902,0.725,2.2,53,76,
19461,Herpetological Conservation and Biology,2.01395618359E-05,173,188,0.453,0.617,0.92,56,53,
19462,Journal of Clinical Imaging Science,2.0139562019E-05,174,218,0.285,0.918,0.8,31,47,
19463,Evolutionary Computation,2.01395736341E-05,224,73,0.924,2.023,3.07,95,74,
19464,Human Nature,2.01397781684E-05,213,82,1.839,0.917,2.6,97,74,
19465,Hacettepe Journal of Mathematics and Statistics,2.01397781803E-05,130,290,0.218,0.641,0.45,24,26,
19466,Cellular and Molecular Biology Letters,2.01399109732E-05,232,149,0.615,0.47,1.56,25,62,
19467,Canadian Mathematical Bulletin,2.01399112925E-05,121,275,0.513,0.741,0.44,41,32,
19468,International Journal of Ad Hoc and Ubiquitous Computing,2.01399153318E-05,182,206,0.25,0.504,0.88,37,44,
19469,Language Resources and Evaluation,0.00002014,214,121,0.417,2.365,1.77,93,52,
19470,Journal of Education for Teaching,0.00002014,206,144,1.104,1.009,1.43,79,52,
19471,American Journal on Intellectual and Developmental Disabilities,0.00002014,222,114,0.933,0.984,1.95,55,76,
19472,Journal of Strain Analysis for Engineering Design,2.0140050074E-05,196,151,0.554,0.91,1.3,67,54,
19473,Alcheringa,2.0140050074E-05,202,142,0.662,0.669,1.42,58,66,
19474,Canadian Journal of Economics,2.01400524183E-05,178,186,0.938,1.022,0.96,57,47,
19475,Russian Journal of Non-Ferrous Metals,2.01401301862E-05,98,320,0.196,0.48,0.31,32,20,
19476,Journal of Fourier Analysis and Applications,2.01401304121E-05,189,173,0.755,1.078,1.09,59,47,
19477,Bulletin of the Iranian Mathematical Society,2.01401316988E-05,100,327,0.274,0.465,0.31,23,20,
19478,European archives of paediatric dentistry : official journal of the European Academy of Paediatric Dentistry,2.01401316988E-05,185,198,0.408,0.68,0.93,37,49,
19479,Journal of Marine Science and Technology,2.01401329017E-05,201,139,1.043,1.56,1.45,70,57,
19480,Journal of Leukemia and Lymphoma,2.01401334047E-05,12,453,0.102,0.024,0.03,3,3,
19481,Climate and Development,2.01401335235E-05,200,118,0.805,0.792,1.69,84,66,
19482,Engineering and Technology,2.01401335585E-05,49,404,0.106,0,0.12,10,8,
19483,Wildlife Biology,2.01401335585E-05,206,134,0.746,0.873,1.54,62,66,
19484,Journal of Nano Research,2.01401336282E-05,145,255,0.219,0.366,0.57,35,35,
19485,Technology in Society,2.01401337644E-05,208,138,0.524,1.039,1.51,63,59,
19486,Evolution and Development,2.01404723883E-05,238,122,1.339,0.752,1.95,38,70,
19487,Journal of Archaeological Method and Theory,2.01407900678E-05,235,95,1.896,1.613,2.47,98,72,
19488,Psicologia: Reflexao e Critica,2.01408822337E-05,124,284,0.277,0.347,0.44,32,31,
19489,Journal of Cell Communication and Signaling,2.01408976568E-05,263,124,1.085,0.745,2.12,50,65,
19490,Journal of Global Antimicrobial Resistance,2.01409077197E-05,214,190,0.508,0.474,1.13,19,47,
19491,Journal of Theoretical and Computational Chemistry,2.01409079033E-05,161,254,0.245,0.292,0.63,21,35,
19492,Progress in Surface Science,2.01409080262E-05,234,33,3.126,2.962,7.09,92,100,
19493,Ginecologia y Obstetricia de Mexico,0.000020141,80,387,0.174,0.268,0.21,22,16,
19494,Journal of Seismology,0.000020141,222,188,0.633,0.855,1.18,40,53,
19495,Neural Processing Letters,0.000020141,234,161,0.404,0.74,1.45,50,58,
19496,Genetica,0.000020141,236,171,0.658,0.638,1.38,28,68,
19497,Molecular Oral Microbiology,0.000020141,233,106,0.902,0.725,2.2,87,76,
19498,Biomedical Research,0.000020141,125,335,0.168,0.284,0.37,21,24,
19499,International Journal of Mental Health Systems,0.000020141,226,123,0.882,1.043,1.84,82,71,
19500,Biochemical Genetics,0.000020141,226,156,0.519,0.863,1.45,59,62,
19501,Safety and Health at Work,0.000020141,225,125,0.538,1.495,1.8,86,66,
19502,Journal of Adhesion,0.000020141,217,175,0.543,0.969,1.24,60,51,
19503,Schmerz,2.01410506271E-05,183,237,0.309,0.604,0.77,48,36,
19504,Theory and Practice of Logic Programming,2.01410515286E-05,244,129,0.902,1.905,1.89,61,67,
19505,Journal of Ophthalmic Inflammation and Infection,2.01410521182E-05,229,132,0.71,1.285,1.73,72,69,
19506,Experimental Animals,2.01410948377E-05,206,143,0.639,0.557,1.44,66,55,
19507,Journal of Regional Science,2.01410948838E-05,205,104,1.331,1.483,1.97,89,70,
19508,Archives of Insect Biochemistry and Physiology,2.01410950319E-05,225,152,0.603,0.546,1.48,29,64,
19509,Business and Society,2.01411785273E-05,214,99,2.158,1.478,2.16,91,63,
19510,Economic History Review,2.01413827477E-05,199,127,1.21,1.821,1.57,76,66,
19511,China Ocean Engineering,2.01414277049E-05,167,208,0.547,0.834,0.8,48,47,
19512,Scandinavian Journal of Management,2.014144023E-05,207,120,0.845,1.035,1.72,76,66,
19513,British Journal of Health Care Management,2.01414404495E-05,65,382,0.206,0.188,0.17,16,9,
19514,Biological Rhythm Research,2.01414606287E-05,164,259,0.244,0.419,0.63,10,38,
19515,Clinical Psychopharmacology and Neuroscience,2.01414621668E-05,240,121,0.885,0.692,1.98,46,62,
19516,Sex Education,2.01414643745E-05,182,163,0.497,0.802,1.12,70,55,
19517,Journal of Psychoeducational Assessment,2.01414686345E-05,188,175,0.51,0.874,1.07,54,53,
19518,Physical Education and Sport Pedagogy,2.01414687657E-05,218,112,1.106,1.408,1.95,76,62,
19519,Journal of Investigative Surgery,2.01414694906E-05,195,150,0.511,0.719,1.3,66,59,
19520,BioImpacts,2.01414697621E-05,233,93,0.689,1.199,2.51,77,65,
19521,Economy of Region,2.0141470915E-05,96,305,0.26,0.771,0.31,46,24,
19522,Proceedings of the Romanian Academy Series A - Mathematics Physics Technical Sciences Information Science,2.01414719425E-05,205,158,1.27,0.801,1.3,68,38,
19523,International Journal on Communications Antenna and Propagation,2.01414755531E-05,192,141,0.959,1.053,1.36,80,56,
19524,IEEE Intelligent Transportation Systems Magazine,2.01415170658E-05,268,97,0.502,1.994,2.76,90,46,
19525,Archives of Control Sciences,2.01415638978E-05,258,83,0.231,0.565,3.11,83,45,
19526,Revista Virtual de Quimica,2.01423094415E-05,81,355,0.137,0.199,0.23,18,19,
19527,Transformations in Business and Economics,2.0142309833E-05,144,266,0.334,0.652,0.54,32,30,
19528,Journal of Hospitality and Tourism Research,2.01423098333E-05,225,85,1.553,1.327,2.65,87,71,
19529,Primates,2.01423099379E-05,189,153,0.65,0.653,1.24,70,59,
19530,Journal of Control  Automation and Electrical Systems,2.01423103573E-05,170,208,0.324,0.449,0.82,48,46,
19531,British Journal of Clinical Psychology,2.01423103643E-05,220,86,0.76,1.332,2.56,89,74,
19532,Recent Patents on Anti-Cancer Drug Discovery,2.01424061352E-05,237,73,1.001,0.96,3.25,84,74,
19533,Process Safety Progress,2.01424223223E-05,181,201,0.476,0.777,0.9,52,37,
19534,Journal of Nano Research,2.01424223223E-05,145,255,0.219,0.366,0.57,37,35,
19535,Journal of Leukemia and Lymphoma,2.01424240282E-05,12,453,0.102,0.024,0.03,5,3,
19536,Amfiteatru Economic,2.01424242602E-05,123,254,0.25,0.427,0.48,64,31,
19537,Citizenship Studies,2.01424401814E-05,198,184,0.819,1.113,1.08,70,51,
19538,Naukovyi Visnyk Natsionalnoho Hirnychoho Universytetu,2.01424401901E-05,79,400,0.193,0.602,0.2,17,9,
19539,Russian Journal of Nondestructive Testing,2.01424742465E-05,159,275,0.284,1.161,0.58,38,32,
19540,Evolution and Development,2.01424744752E-05,238,122,1.339,0.752,1.95,72,70,
19541,Food Science and Technology International,2.01424851633E-05,185,175,0.425,0.549,1.06,54,57,
19542,Optimal Control Applications and Methods,2.01424851633E-05,206,139,0.567,0.91,1.48,71,54,
19543,Strength of Materials,2.01424857867E-05,121,301,0.259,0.375,0.4,25,25,
19544,Journal of Marine Science and Technology,2.01424867087E-05,201,139,1.043,1.56,1.45,72,57,
19545,Global Nest Journal,2.01424868721E-05,169,230,0.383,0.93,0.73,31,41,
19546,Social Work,2.01424913697E-05,186,149,0.597,1.277,1.25,79,56,
19547,Fudan University Journal of Medical Sciences,2.01424996313E-05,11,455,0.103,0.012,0.02,5,2,
19548,Journal of X-Ray Science and Technology,2.01424996399E-05,188,173,0.28,0.782,1.09,57,53,
19549,Neurological Surgery,2.01426684862E-05,59,387,0.139,0.143,0.15,14,13,
